instruction_nr,nr_of_shots,expert_pattern,temperature,precision,recall,f1,time
1,0,0,0.9,0.86,0.77,0.81,0.63
1,0,0,0.2,0.87,0.77,0.81,0.65
1,0,0,0.2,0.85,0.81,0.83,0.78
1,0,0,0.2,0.84,0.82,0.83,0.66
1,0,0,0.2,0.86,0.79,0.82,0.65
1,0,0,0.2,0.86,0.79,0.82,0.78
1,0,0,0.2,0.84,0.80,0.82,0.64
1,0,0,0.2,0.85,0.80,0.83,0.66
1,0,0,0.2,0.85,0.80,0.83,0.77
1,0,0,0.2,0.84,0.78,0.81,0.74
1,0,0,0.2,0.86,0.78,0.82,0.62
1,0,0,0.2,0.86,0.79,0.82,0.66
1,0,0,0.2,0.85,0.80,0.82,0.68
1,0,0,0.2,0.85,0.81,0.83,0.70
1,0,0,0.2,0.87,0.78,0.82,0.65
1,0,0,0.2,0.86,0.79,0.82,0.75
1,0,0,0.2,0.84,0.80,0.82,0.80
1,0,0,0.2,0.85,0.80,0.82,0.64
1,0,0,0.2,0.86,0.78,0.82,0.65
1,0,0,0.2,0.85,0.80,0.82,0.71
1,0,0,0.2,0.84,0.79,0.81,0.65
1,0,0,0.2,0.84,0.81,0.82,0.79
1,0,0,0.4,0.85,0.80,0.83,0.66
1,0,0,0.4,0.88,0.78,0.83,0.67
1,0,0,0.4,0.84,0.79,0.81,0.75
1,0,0,0.4,0.84,0.78,0.81,0.64
1,0,0,0.4,0.86,0.79,0.82,0.66
1,0,0,0.4,0.84,0.79,0.81,0.68
1,0,0,0.4,0.86,0.77,0.81,0.63
1,0,0,0.4,0.86,0.78,0.82,0.75
1,0,0,0.4,0.85,0.78,0.81,0.65
1,0,0,0.4,0.86,0.76,0.81,0.76
1,0,0,0.4,0.86,0.79,0.82,0.62
1,0,0,0.4,0.86,0.77,0.81,0.63
1,0,0,0.4,0.86,0.79,0.82,0.66
1,0,0,0.4,0.84,0.81,0.82,0.77
1,0,0,0.4,0.85,0.78,0.81,0.63
1,0,0,0.4,0.86,0.79,0.83,0.77
1,0,0,0.4,0.86,0.78,0.82,0.72
1,0,0,0.4,0.85,0.75,0.80,0.62
1,0,0,0.4,0.85,0.79,0.82,0.74
1,0,0,0.4,0.85,0.79,0.82,0.73
1,0,0,0.6,0.84,0.77,0.80,0.65
1,0,0,0.6,0.85,0.76,0.81,0.62
1,0,0,0.6,0.86,0.78,0.82,0.65
1,0,0,0.6,0.84,0.79,0.81,0.64
1,0,0,0.6,0.86,0.79,0.82,0.66
1,0,0,0.6,0.85,0.76,0.80,0.77
1,0,0,0.6,0.84,0.79,0.82,0.95
1,0,0,0.6,0.85,0.79,0.82,0.63
1,0,0,0.6,0.82,0.79,0.81,0.67
1,0,0,0.6,0.87,0.78,0.83,0.64
1,0,0,0.6,0.83,0.79,0.81,0.65
1,0,0,0.6,0.84,0.80,0.82,0.68
1,0,0,0.6,0.85,0.78,0.82,0.65
1,0,0,0.6,0.86,0.78,0.82,0.68
1,0,0,0.6,0.83,0.78,0.81,0.67
1,0,0,0.6,0.85,0.76,0.81,0.64
1,0,0,0.6,0.85,0.77,0.81,0.62
1,0,0,0.6,0.86,0.76,0.81,0.63
1,0,0,0.6,0.85,0.81,0.83,0.77
1,0,0,0.6,0.86,0.78,0.82,0.78
1,0,0,0.9,0.85,0.76,0.80,0.79
1,0,0,0.9,0.84,0.79,0.81,0.63
1,0,0,0.9,0.84,0.77,0.80,0.79
1,0,0,0.9,0.85,0.79,0.82,0.62
1,0,0,0.9,0.84,0.76,0.80,0.74
1,0,0,0.9,0.84,0.78,0.81,0.62
1,0,0,0.9,0.84,0.80,0.82,0.77
1,0,0,0.9,0.87,0.79,0.83,0.64
1,0,0,0.9,0.83,0.77,0.80,0.63
1,0,0,0.9,0.85,0.78,0.81,0.63
1,0,0,0.9,0.83,0.80,0.81,0.67
1,0,0,0.9,0.86,0.76,0.81,0.75
1,0,0,0.9,0.85,0.78,0.81,0.75
1,0,0,0.9,0.87,0.78,0.82,0.78
1,0,0,0.9,0.84,0.79,0.81,0.66
1,0,0,0.9,0.84,0.77,0.80,0.74
1,0,0,0.9,0.84,0.81,0.82,0.79
1,0,0,0.9,0.84,0.76,0.80,0.61
1,0,0,0.9,0.85,0.76,0.80,0.62
1,0,0,0.9,0.86,0.78,0.82,0.66
1,0,0,0.9,0.86,0.76,0.80,0.63
1,0,0,0.9,0.85,0.76,0.81,0.63
1,0,0,0.9,0.85,0.78,0.81,0.75
1,0,0,0.9,0.85,0.79,0.82,0.78
1,0,0,0.9,0.84,0.76,0.80,0.64
1,0,0,0.9,0.84,0.79,0.81,0.76
1,0,0,0.9,0.87,0.80,0.83,0.75
1,0,0,0.9,0.87,0.78,0.83,0.65
1,0,0,0.9,0.85,0.75,0.80,0.75
1,0,0,0.9,0.84,0.78,0.81,0.74
1,0,0,0.9,0.86,0.79,0.82,0.68
1,0,0,1.0,0.84,0.76,0.80,0.64
1,0,0,1.0,0.84,0.78,0.80,0.66
1,0,0,1.0,0.86,0.76,0.81,0.62
1,0,0,1.0,0.86,0.78,0.81,0.65
1,0,0,1.0,0.86,0.76,0.81,0.63
1,0,0,1.0,0.86,0.78,0.82,0.77
1,0,0,1.0,0.84,0.78,0.81,0.65
1,0,0,1.0,0.85,0.79,0.82,0.76
1,0,0,1.0,0.85,0.76,0.80,0.61
1,0,0,1.0,0.82,0.79,0.80,0.79
1,0,0,1.0,0.86,0.79,0.82,0.80
1,0,0,1.0,0.83,0.76,0.79,0.65
1,0,0,1.0,0.83,0.76,0.80,0.79
1,0,0,1.0,0.86,0.77,0.81,0.61
1,0,0,1.0,0.85,0.78,0.81,0.65
1,0,0,1.0,0.85,0.76,0.80,0.60
1,0,0,1.0,0.85,0.81,0.83,0.76
1,0,0,1.0,0.85,0.79,0.82,0.62
1,0,0,1.0,0.84,0.76,0.80,0.78
1,0,0,1.0,0.87,0.80,0.83,0.62
1,0,0,0.0,0.84,0.80,0.82,0.78
1,0,0,0.0,0.83,0.81,0.82,0.65
1,0,0,0.0,0.84,0.79,0.82,0.65
1,0,0,0.0,0.85,0.80,0.82,0.63
1,0,0,0.0,0.85,0.80,0.82,0.64
1,0,0,0.0,0.84,0.80,0.82,0.65
1,0,0,0.0,0.85,0.79,0.82,0.78
1,0,0,0.0,0.85,0.80,0.82,0.80
1,0,0,0.0,0.85,0.80,0.83,0.68
1,0,0,0.0,0.84,0.80,0.82,0.61
1,0,0,0.0,0.87,0.79,0.83,0.68
1,0,0,0.0,0.84,0.80,0.82,0.64
1,0,0,0.0,0.84,0.81,0.82,0.79
1,0,0,0.0,0.85,0.80,0.82,0.62
1,0,0,0.0,0.85,0.80,0.82,0.79
1,0,0,0.0,0.85,0.79,0.82,0.66
1,0,0,0.0,0.85,0.79,0.82,0.78
1,0,0,0.0,0.85,0.80,0.83,0.63
1,0,0,0.0,0.86,0.79,0.82,0.64
1,0,0,0.0,0.85,0.81,0.83,0.79
1,1,0,0.2,0.85,0.79,0.82,0.86
1,1,0,0.2,0.85,0.78,0.81,0.68
1,1,0,0.2,0.84,0.79,0.82,0.66
1,1,0,0.2,0.86,0.79,0.83,0.78
1,1,0,0.2,0.84,0.81,0.82,0.68
1,1,0,0.2,0.83,0.80,0.81,0.69
1,1,0,0.2,0.83,0.79,0.81,0.80
1,1,0,0.2,0.83,0.80,0.82,0.68
1,1,0,0.2,0.83,0.79,0.81,0.66
1,1,0,0.2,0.84,0.81,0.82,0.68
1,1,0,0.2,0.83,0.79,0.81,0.80
1,1,0,0.2,0.82,0.80,0.81,0.70
1,1,0,0.2,0.83,0.81,0.82,0.66
1,1,0,0.2,0.84,0.79,0.82,0.75
1,1,0,0.2,0.83,0.80,0.81,0.66
1,1,0,0.2,0.85,0.80,0.83,0.83
1,1,0,0.2,0.84,0.79,0.82,0.82
1,1,0,0.2,0.84,0.81,0.83,0.69
1,1,0,0.2,0.83,0.81,0.82,0.67
1,1,0,0.2,0.84,0.81,0.83,0.67
1,1,0,0.2,0.83,0.79,0.81,0.83
1,1,0,0.4,0.83,0.78,0.80,1.98
1,1,0,0.4,0.83,0.80,0.81,0.66
1,1,0,0.4,0.81,0.80,0.80,0.70
1,1,0,0.4,0.82,0.81,0.82,0.67
1,1,0,0.4,0.84,0.79,0.81,0.68
1,1,0,0.4,0.84,0.82,0.83,0.67
1,1,0,0.4,0.82,0.79,0.81,0.82
1,1,0,0.4,0.83,0.79,0.81,0.83
1,1,0,0.4,0.83,0.80,0.81,0.84
1,1,0,0.4,0.84,0.79,0.81,0.65
1,1,0,0.4,0.82,0.79,0.81,0.64
1,1,0,0.4,0.82,0.79,0.81,0.80
1,1,0,0.4,0.83,0.81,0.82,0.68
1,1,0,0.4,0.84,0.80,0.82,0.64
1,1,0,0.4,0.84,0.79,0.81,0.82
1,1,0,0.4,0.83,0.81,0.82,0.66
1,1,0,0.4,0.83,0.79,0.81,1.04
1,1,0,0.4,0.84,0.79,0.81,0.70
1,1,0,0.4,0.84,0.81,0.82,0.82
1,1,0,0.4,0.83,0.79,0.81,0.82
1,1,0,0.6,0.84,0.79,0.82,0.79
1,1,0,0.6,0.83,0.78,0.80,0.84
1,1,0,0.6,0.82,0.79,0.80,0.78
1,1,0,0.6,0.82,0.82,0.82,0.68
1,1,0,0.6,0.83,0.79,0.81,0.80
1,1,0,0.6,0.83,0.79,0.81,0.64
1,1,0,0.6,0.84,0.79,0.82,0.63
1,1,0,0.6,0.81,0.78,0.80,0.68
1,1,0,0.6,0.82,0.78,0.80,0.64
1,1,0,0.6,0.82,0.81,0.81,0.69
1,1,0,0.6,0.83,0.79,0.81,0.80
1,1,0,0.6,0.82,0.80,0.81,0.70
1,1,0,0.6,0.82,0.80,0.81,0.65
1,1,0,0.6,0.83,0.81,0.82,0.64
1,1,0,0.6,0.82,0.78,0.80,0.67
1,1,0,0.6,0.82,0.82,0.82,0.68
1,1,0,0.6,0.83,0.78,0.80,0.63
1,1,0,0.6,0.83,0.80,0.82,0.78
1,1,0,0.6,0.84,0.81,0.82,1.88
1,1,0,0.6,0.83,0.80,0.81,0.65
1,1,0,0.9,0.82,0.76,0.79,0.64
1,1,0,0.9,0.83,0.80,0.81,0.65
1,1,0,0.9,0.85,0.78,0.81,0.76
1,1,0,0.9,0.85,0.82,0.83,0.67
1,1,0,0.9,0.81,0.79,0.80,0.69
1,1,0,0.9,0.83,0.79,0.81,0.83
1,1,0,0.9,0.84,0.79,0.81,0.83
1,1,0,0.9,0.84,0.81,0.82,0.78
1,1,0,0.9,0.84,0.81,0.82,0.79
1,1,0,0.9,0.84,0.78,0.81,0.61
1,1,0,0.9,0.82,0.80,0.81,0.64
1,1,0,0.9,0.81,0.79,0.80,0.66
1,1,0,0.9,0.81,0.78,0.79,0.67
1,1,0,0.9,0.84,0.81,0.82,0.74
1,1,0,0.9,0.84,0.81,0.82,0.65
1,1,0,0.9,0.85,0.79,0.82,0.80
1,1,0,0.9,0.84,0.79,0.82,0.66
1,1,0,0.9,0.84,0.78,0.81,0.65
1,1,0,0.9,0.83,0.81,0.82,0.79
1,1,0,0.9,0.81,0.79,0.80,0.78
1,1,0,1.0,0.82,0.82,0.82,0.65
1,1,0,1.0,0.84,0.80,0.82,0.76
1,1,0,1.0,0.84,0.81,0.83,0.79
1,1,0,1.0,0.83,0.80,0.82,0.63
1,1,0,1.0,0.83,0.80,0.82,0.79
1,1,0,1.0,0.82,0.82,0.82,0.67
1,1,0,1.0,0.83,0.80,0.81,0.64
1,1,0,0.2,0.00,0.00,0.00,0.00
